country,region,variety,process,moisture,elevation,target
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1600,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1600,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1400,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1500,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1600,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1700,mid,poor
Mexico,zaragoza itundujia,Typica,Washed / Wet,0.1500,mid,poor
Mexico,zentla,Typica,Washed / Wet,0.1400,low,poor
Mexico,zentla,Typica,Washed / Wet,0.1400,low,poor
Mexico,zihuatanejo de azueta,Typica,Washed / Wet,0.1100,mid,good
Myanmar,"doe kwin, pyin oo lwin",Other,Washed / Wet,0.0000,high,poor
Myanmar,pyin oo lwin,Other,Washed / Wet,0.0000,high,poor
Myanmar,"yauk sauk, shan state",Other,Natural / Dry,0.1100,low,poor
Myanmar,ywar ngan,Catuai,Natural / Dry,0.0000,high,poor
Myanmar,ywar ngan,Catuai,Washed / Wet,0.0000,high,good
Myanmar,ywar ngan,Catuai,Washed / Wet,0.0000,mid,fair
Myanmar,ywar ngan,Catuai,Washed / Wet,0.0000,high,fair
Nicaragua,jalapa,Caturra,other,0.1100,low,fair
Nicaragua,jalapa,Caturra,other,0.1000,low,poor
Nicaragua,jalapa,Caturra,other,0.1300,low,poor
Nicaragua,jinotega,Catuai,Washed / Wet,0.1000,low,fair
Nicaragua,jinotega,Caturra,Natural / Dry,0.1200,low,poor
Nicaragua,jinotega,Caturra,Natural / Dry,0.1200,low,great
Nicaragua,jinotega,Caturra,Washed / Wet,0.1000,mid,good
Nicaragua,jinotega,Caturra,Washed / Wet,0.1100,mid,poor
Nicaragua,jinotega,Caturra,Washed / Wet,0.1000,mid,poor
Nicaragua,jinotega,Caturra,Washed / Wet,0.1100,mid,poor
Nicaragua,jinotega,Other,Washed / Wet,0.1100,low,poor
Nicaragua,matagalpa,Caturra,Washed / Wet,0.1000,low,poor
Nicaragua,matagalpa,Caturra,Washed / Wet,0.1100,low,poor
Panama,boquete,Catuai,Washed / Wet,0.0000,low,fair
Panama,boquete,Caturra,Natural / Dry,0.0900,high,good
Panama,boquete,Caturra,other,0.1100,high,poor
Panama,boquete,Gesha,Washed / Wet,0.0800,mid,great
Peru,san ignacio,Caturra,Washed / Wet,0.0000,mid,good
Peru,san ignacio,Typica,Washed / Wet,0.0000,mid,poor
Philippines,asia pacific,Other,Washed / Wet,0.0000,mid,fair
Philippines,"bukidnon, mindanao, philppines",Other,Washed / Wet,0.1100,mid,good
Philippines,corillera administrative,Typica,Natural / Dry,0.0000,mid,poor
Philippines,"davao city, region 11",Other,Washed / Wet,0.1400,mid,poor
Rwanda,gicumbi,Bourbon,Washed / Wet,0.1100,high,great
Taiwan,changhua baguashan,Typica,Semi-washed / Semi-pulped,0.1100,low,fair
Taiwan,changhua baguashan,Typica,Semi-washed / Semi-pulped,0.1100,low,fair
Taiwan,changhua baguashan,Typica,Semi-washed / Semi-pulped,0.1100,low,poor
Taiwan,changhua baguashan,Typica,Washed / Wet,0.1100,low,poor
Taiwan,changhua baguashan,Typica,Washed / Wet,0.1100,low,poor
Taiwan,chiayi,Typica,other,0.1100,mid,good
Taiwan,chiayi,Typica,Semi-washed / Semi-pulped,0.1100,low,poor
Taiwan,chiayi,Typica,Washed / Wet,0.1100,mid,fair
Taiwan,leye,Caturra,Natural / Dry,0.1000,mid,good
Taiwan,leye,Sumatra,Pulped natural / honey,0.0000,mid,great
Taiwan,leye,Typica,Washed / Wet,0.1100,mid,good
Taiwan,"mountain ali, taiwan",Typica,Washed / Wet,0.1100,mid,great
Taiwan,nantou,Typica,Natural / Dry,0.0000,low,poor
Taiwan,nantou,Typica,other,0.1100,low,poor
Taiwan,nantou,Typica,Semi-washed / Semi-pulped,0.1100,low,fair
Taiwan,nantou,Typica,Semi-washed / Semi-pulped,0.1100,low,poor
Taiwan,nantou,Typica,Washed / Wet,0.1100,low,fair
Taiwan,nantou,Typica,Washed / Wet,0.1100,low,poor
Taiwan,nantou,Typica,Washed / Wet,0.1100,low,fair
Taiwan,natou county,Bourbon,Semi-washed / Semi-pulped,0.1200,low,great
Taiwan,natou county,Bourbon,Washed / Wet,0.1000,low,fair
Taiwan,natou county,Typica,Semi-washed / Semi-pulped,0.1100,low,great
Taiwan,natou county,Typica,Semi-washed / Semi-pulped,0.0000,low,poor
Taiwan,natou county,Typica,Washed / Wet,0.1000,low,fair
Taiwan,natou county,Typica,Washed / Wet,0.1100,low,poor
Taiwan,natou county,Typica,Washed / Wet,0.1100,low,poor
Taiwan,taichung taiping,Typica,Washed / Wet,0.1100,low,poor
Taiwan,taichung xinshe,Typica,other,0.1100,low,fair
Taiwan,taichung xinshe,Typica,other,0.1100,low,good
Taiwan,taichung xinshe,Typica,other,0.1100,low,fair
Taiwan,taichung xinshe,Typica,Washed / Wet,0.1100,low,fair
Taiwan,taichung xinshe,Typica,Washed / Wet,0.1100,low,great
Taiwan,taichung xinshe,Yellow Bourbon,other,0.1100,low,poor
Taiwan,tainan city,Caturra,Natural / Dry,0.0900,low,great
Taiwan,tainan city,Typica,Natural / Dry,0.0000,low,good
Taiwan,tainan city,Typica,Natural / Dry,0.0000,low,great
Taiwan,tainan city,Typica,Natural / Dry,0.1200,low,good
Taiwan,tainan city,Typica,Natural / Dry,0.0000,low,good
Taiwan,tainan city,Typica,Washed / Wet,0.1000,low,good
Taiwan,tainan city,Typica,Washed / Wet,0.0000,low,good
Taiwan,tainan city,Typica,Washed / Wet,0.0000,low,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1200,low,poor
Taiwan,tainan city,Typica,Washed / Wet,0.0000,low,fair
Taiwan,tainan city,Typica,Washed / Wet,0.0900,low,fair
Taiwan,tainan city,Typica,Washed / Wet,0.1200,low,good
Taiwan,tainan city,Typica,Washed / Wet,0.1000,low,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1000,low,poor
Taiwan,tainan city,Typica,Washed / Wet,0.1100,low,poor
Taiwan,tainan city,Yellow Bourbon,Natural / Dry,0.0000,low,good
Taiwan,tainan city,Yellow Bourbon,Washed / Wet,0.0000,low,poor
Taiwan,taiwan,Other,Natural / Dry,0.0000,low,poor
Taiwan,taiwan,Other,Washed / Wet,0.0000,low,poor
Tanzania,arusha,Arusha,Washed / Wet,0.1100,mid,fair
Tanzania,arusha,Other,Semi-washed / Semi-pulped,0.1200,high,good
Tanzania,arusha,Other,Washed / Wet,0.1300,mid,good
Tanzania,arusha,Other,Washed / Wet,0.1200,mid,poor
Tanzania,arusha,Other,Washed / Wet,0.1200,mid,poor
Tanzania,arusha meru,Ruiru 11,Washed / Wet,0.1300,high,poor
Tanzania,ikand village,Other,Washed / Wet,0.1200,mid,fair
Tanzania,"ilomba vilage, mbozi",Other,Washed / Wet,0.1200,high,fair
Tanzania,"ilomba vilage, mbozi",Other,Washed / Wet,0.1200,high,poor
Tanzania,"iwala village, mbeya rural",Other,Washed / Wet,0.1300,mid,poor
Tanzania,karatu arusha,Other,Washed / Wet,0.1200,high,fair
Tanzania,karatu arusha,Other,Washed / Wet,0.1200,mid,fair
Tanzania,karatu ngorogoro,Other,Washed / Wet,0.1300,high,poor
Tanzania,karatu northern,Bourbon,Washed / Wet,0.1300,mid,good
Tanzania,kilimanjaro,Bourbon,Washed / Wet,0.1200,high,fair
Tanzania,kilimanjaro,Bourbon,Washed / Wet,0.1200,mid,poor
Tanzania,kilimanjaro,Other,Washed / Wet,0.1300,high,poor
Tanzania,"manyara, karatu",Other,Washed / Wet,0.1200,high,poor
Tanzania,mbeya,Other,Washed / Wet,0.1200,high,poor
Tanzania,mbeya,Other,Washed / Wet,0.1200,high,great
Tanzania,mbeya,Other,Washed / Wet,0.1200,mid,good
Tanzania,mbinga,Bourbon,Washed / Wet,0.1200,mid,poor
Tanzania,mbinga,Bourbon,Washed / Wet,0.1200,mid,fair
Tanzania,mbinga,Other,Washed / Wet,0.1300,high,good
Tanzania,mbinga,Other,Washed / Wet,0.1200,mid,poor
Tanzania,meru,Other,Washed / Wet,0.1200,mid,fair
Tanzania,mkuu rombo,Bourbon,Washed / Wet,0.1300,high,poor
Tanzania,moshi,Bourbon,Washed / Wet,0.1200,low,good
Tanzania,ngorogoro,Other,Washed / Wet,0.1200,mid,fair
Tanzania,ngorogoro,Other,Washed / Wet,0.1200,mid,fair
Tanzania,nkure- meru,Ruiru 11,Washed / Wet,0.1300,mid,good
Tanzania,northern,Other,Washed / Wet,0.1200,mid,fair
Tanzania,"oldeani , mongola",Other,Washed / Wet,0.1200,high,fair
Tanzania,ruvuma,Bourbon,Washed / Wet,0.1300,high,fair
Tanzania,"ruvuma, mbinga",Bourbon,Washed / Wet,0.1200,low,poor
Tanzania,shizingo village,Other,Washed / Wet,0.1200,high,good
Thailand,chiang rai,Caturra,Washed / Wet,0.1000,mid,great
Thailand,chiang rai thailand,Catimor,Natural / Dry,0.1200,mid,good
Thailand,chiangrai,Catimor,Natural / Dry,0.1000,mid,good
Thailand,chiangrai,Caturra,Washed / Wet,0.1200,mid,fair
Thailand,chiangrai,Caturra,Washed / Wet,0.1200,mid,good
Thailand,chiangrai,Caturra,Washed / Wet,0.1100,mid,fair
Thailand,phahi,Caturra,Washed / Wet,0.1100,mid,fair
Thailand,thailand,Catimor,Washed / Wet,0.1300,mid,good
Thailand,thailand,Other,Washed / Wet,0.1200,low,great
Thailand,thailand,Other,Washed / Wet,0.1200,low,poor
Uganda,eastern,SL14,Natural / Dry,0.1200,high,fair
Uganda,eastern,SL14,Natural / Dry,0.1200,high,poor
Uganda,eastern,SL14,Natural / Dry,0.1200,high,great
Uganda,eastern,SL14,Natural / Dry,0.1200,high,great
Uganda,eastern,SL14,Washed / Wet,0.1200,high,great
Uganda,eastern,SL14,Washed / Wet,0.1200,mid,great
Uganda,eastern,SL14,Washed / Wet,0.1100,high,great
Uganda,eastern,SL14,Washed / Wet,0.1100,high,good
Uganda,eastern,SL14,Washed / Wet,0.1200,high,good
Uganda,eastern,SL14,Washed / Wet,0.1100,high,good
Uganda,eastern,SL14,Washed / Wet,0.1000,high,good
Uganda,eastern,SL14,Washed / Wet,0.1200,high,fair
Uganda,kapchorwa,SL14,Washed / Wet,0.1200,high,good
Uganda,kapchorwa,SL14,Washed / Wet,0.1200,high,great
Uganda,kasese,Other,Natural / Dry,0.1300,high,good
Uganda,kasese,Other,Washed / Wet,0.1000,high,good
Uganda,"kasese, mt. rwenzori",Bourbon,Natural / Dry,0.1200,high,good
Uganda,"kasese, mt. rwenzori",Bourbon,Washed / Wet,0.1200,mid,good
Uganda,mbale,Other,Washed / Wet,0.1100,high,great
Uganda,mt elgon,SL14,Washed / Wet,0.1200,high,fair
Uganda,mt. rwenzori,Other,Washed / Wet,0.1100,mid,good
Uganda,"sipi, mt elgon",Other,Washed / Wet,0.1000,high,great
Uganda,west nile,Bourbon,Natural / Dry,0.1200,mid,great
Uganda,west nile,SL14,Washed / Wet,0.1200,mid,good
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,antioquia,Other,Washed / Wet,0.0000,high,great
United States,central america,Pache Comun,Natural / Dry,0.0000,high,poor
United States,kona,Arusha,Natural / Dry,0.1300,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1200,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,poor
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,fair
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.0000,low,good
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,great
United States,kona,Hawaiian Kona,Natural / Dry,0.1100,low,good
United States,kona,Hawaiian Kona,other,0.0000,low,great
United States,kona,Hawaiian Kona,other,0.0000,low,great
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,low,good
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,low,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,low,poor
United States,kona,Hawaiian Kona,Washed / Wet,0.0600,low,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,low,poor
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,low,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,low,good
United States,kona,Hawaiian Kona,Washed / Wet,0.1200,low,fair
United States,kona,Hawaiian Kona,Washed / Wet,0.1000,low,fair
United States,yauco region,Other,Washed / Wet,0.1200,low,great
United States,yauco region,Other,Washed / Wet,0.0000,low,fair
United States,yauco region,Other,Washed / Wet,0.1300,low,poor
United States,yauco region,Other,Washed / Wet,0.0000,low,good
Vietnam,dala,Catimor,Natural / Dry,0.0700,mid,fair
Vietnam,dala,Catimor,other,0.0000,mid,poor
Vietnam,don duong,Other,Natural / Dry,0.1200,low,great
Vietnam,don duong,Other,Natural / Dry,0.0000,low,poor
Vietnam,vietnam,Caturra,Washed / Wet,0.1200,low,poor
Vietnam,vietnam cau dat,Caturra,other,0.0000,mid,good
Zambia,mubuyu estate,SL28,Washed / Wet,0.0000,mid,poor
